Entity,Day,reported_ari_cases
Nicaragua,2017-02-13,32703
Nicaragua,2017-02-20,36416
Nicaragua,2017-02-27,0
Nicaragua,2017-03-06,33578
Nicaragua,2017-03-13,32882
Nicaragua,2017-03-20,32541
Nicaragua,2017-03-27,31004
Nicaragua,2017-04-03,0
Nicaragua,2017-04-10,0
Nicaragua,2017-04-17,30393
Nicaragua,2017-04-24,0
Nicaragua,2017-05-01,0
Nicaragua,2017-05-08,31404
Nicaragua,2017-05-15,0
Nicaragua,2017-05-22,0
Nicaragua,2017-05-29,27868
Nicaragua,2017-06-05,0
Nicaragua,2017-06-12,34917
Nicaragua,2017-06-19,36350
Nicaragua,2017-06-26,39805
Nicaragua,2017-07-03,0
Nicaragua,2017-07-10,34446
Nicaragua,2017-07-17,0
Nicaragua,2017-07-24,0
Nicaragua,2017-07-31,32010
Nicaragua,2017-08-07,34214
Nicaragua,2017-08-14,40403
Nicaragua,2017-08-21,0
Nicaragua,2017-08-28,36021
Nicaragua,2017-09-04,33943
Nicaragua,2017-09-11,24053
Nicaragua,2017-09-18,28987
Nicaragua,2017-09-25,26137
Nicaragua,2017-10-02,0
Nicaragua,2017-10-09,0
Nicaragua,2017-10-16,34054
Nicaragua,2017-10-23,32268
Nicaragua,2017-10-30,28913
Nicaragua,2017-11-06,34336
Nicaragua,2017-11-13,0
Nicaragua,2017-11-20,0
Nicaragua,2017-11-27,28848
Nicaragua,2017-12-04,0
Nicaragua,2017-12-11,30174
Nicaragua,2017-12-18,22885
Nicaragua,2017-12-25,0
Nicaragua,2018-01-01,24596
Nicaragua,2018-01-08,0
Nicaragua,2018-01-15,0
Nicaragua,2018-01-22,30816
Nicaragua,2018-01-29,0
Nicaragua,2018-02-05,0
Nicaragua,2018-02-12,28425
Nicaragua,2018-02-19,0
Nicaragua,2018-02-26,0
Nicaragua,2018-03-05,0
Nicaragua,2018-03-12,34418
Nicaragua,2018-03-19,31309
Nicaragua,2018-03-26,14040
Nicaragua,2018-04-02,0
Nicaragua,2018-04-09,0
Nicaragua,2018-04-16,31101
Nicaragua,2018-04-23,0
Nicaragua,2018-04-30,21203
Nicaragua,2018-05-07,0
Nicaragua,2018-05-14,0
Nicaragua,2018-05-21,0
Nicaragua,2018-05-28,0
Nicaragua,2018-06-04,26309
Nicaragua,2018-06-11,0
Nicaragua,2018-06-18,23214
Nicaragua,2018-06-25,21699
Nicaragua,2018-07-02,0
Nicaragua,2018-07-09,0
Nicaragua,2018-07-16,0
Nicaragua,2018-07-23,0
Nicaragua,2018-07-30,20188
Nicaragua,2018-08-06,0
Nicaragua,2018-08-13,0
Nicaragua,2018-08-20,0
Nicaragua,2018-08-27,0
Nicaragua,2018-09-03,24439
Nicaragua,2018-09-10,22549
Nicaragua,2018-09-17,26954
Nicaragua,2018-09-24,0
Nicaragua,2018-10-01,0
Nicaragua,2018-10-08,0
Nicaragua,2018-10-15,30201
Nicaragua,2018-10-22,48640
Nicaragua,2018-10-29,39702
Nicaragua,2018-11-05,41771
Nicaragua,2018-11-12,0
Nicaragua,2018-11-19,31157
Nicaragua,2018-11-26,0
Nicaragua,2018-12-03,0
Nicaragua,2018-12-10,0
Nicaragua,2018-12-17,0
Nicaragua,2018-12-24,0
Nicaragua,2018-12-31,15235
Nicaragua,2019-01-07,30967
Nicaragua,2019-01-14,0
Nicaragua,2019-01-21,27205
Nicaragua,2019-01-28,24213
Nicaragua,2019-02-04,0
Nicaragua,2019-02-11,27238
Nicaragua,2019-02-18,0
Nicaragua,2019-02-25,33272
Nicaragua,2019-03-04,0
Nicaragua,2019-03-11,0
Nicaragua,2019-03-18,32195
Nicaragua,2019-03-25,30703
Nicaragua,2019-04-01,28482
Nicaragua,2019-04-08,0
Nicaragua,2019-04-15,0
Nicaragua,2019-04-22,33459
Nicaragua,2019-04-29,25047
Nicaragua,2019-05-06,0
Nicaragua,2019-05-13,27133
Nicaragua,2019-05-20,0
Nicaragua,2019-05-27,21016
Nicaragua,2019-06-03,0
Nicaragua,2019-06-10,29600
Nicaragua,2019-06-17,29250
Nicaragua,2019-06-24,27055
Nicaragua,2019-07-01,26073
Nicaragua,2019-07-08,24889
Nicaragua,2019-07-15,20110
Nicaragua,2019-07-22,0
Nicaragua,2019-07-29,24258
Nicaragua,2019-08-05,24366
Nicaragua,2019-08-12,28499
Nicaragua,2019-08-19,29206
Nicaragua,2019-08-26,29082
Nicaragua,2019-09-02,0
Nicaragua,2019-09-09,25861
Nicaragua,2019-09-16,20446
Nicaragua,2019-09-23,26194
Nicaragua,2019-09-30,29800
Nicaragua,2019-10-07,0
Nicaragua,2019-10-14,0
Nicaragua,2019-10-21,0
Nicaragua,2019-10-28,0
Nicaragua,2019-11-04,0
Nicaragua,2019-11-11,28346
Nicaragua,2019-11-18,0
Nicaragua,2019-11-25,0
Nicaragua,2019-12-02,21882
Northern Hemisphere,2009-01-12,3415
Northern Hemisphere,2009-01-19,0
Northern Hemisphere,2009-01-26,0
Northern Hemisphere,2009-02-02,0
Northern Hemisphere,2009-02-09,0
Northern Hemisphere,2009-02-16,2460
Northern Hemisphere,2009-02-23,0
Northern Hemisphere,2009-03-02,1950
Northern Hemisphere,2009-03-09,1923
Northern Hemisphere,2009-03-16,1972
Northern Hemisphere,2009-03-23,0
Northern Hemisphere,2009-03-30,2006
Northern Hemisphere,2009-04-06,0
Northern Hemisphere,2009-04-13,1277
Northern Hemisphere,2009-04-20,1405
Northern Hemisphere,2009-04-27,0
Northern Hemisphere,2009-05-04,0
Northern Hemisphere,2009-05-11,1843
Northern Hemisphere,2009-05-18,1515
Northern Hemisphere,2009-05-25,0
Northern Hemisphere,2009-06-01,0
Northern Hemisphere,2009-06-08,1427
Northern Hemisphere,2009-06-15,0
Northern Hemisphere,2009-06-22,1147
Northern Hemisphere,2009-06-29,1050
Northern Hemisphere,2009-07-06,53014
Northern Hemisphere,2009-07-13,23019
Northern Hemisphere,2009-07-20,29139
Northern Hemisphere,2009-07-27,107864
Northern Hemisphere,2009-08-03,131198
Northern Hemisphere,2009-08-10,40078
Northern Hemisphere,2009-08-17,107554
Northern Hemisphere,2009-08-24,62419
Northern Hemisphere,2009-08-31,154288
Northern Hemisphere,2009-09-07,1472739
Northern Hemisphere,2009-09-14,244969
Northern Hemisphere,2009-09-21,175878
Northern Hemisphere,2009-09-28,483793
Northern Hemisphere,2009-10-05,107606
Northern Hemisphere,2009-10-12,384663
Northern Hemisphere,2009-10-19,241370
Northern Hemisphere,2009-10-26,210624
Northern Hemisphere,2009-11-02,90456
Northern Hemisphere,2009-11-09,324898
Northern Hemisphere,2009-11-16,278389
Northern Hemisphere,2009-11-23,658125
Northern Hemisphere,2009-11-30,190766
Northern Hemisphere,2009-12-07,488817
Northern Hemisphere,2009-12-14,426378
Northern Hemisphere,2009-12-21,247543
Northern Hemisphere,2009-12-28,319530
Northern Hemisphere,2010-01-04,181811
Northern Hemisphere,2010-01-11,229004
Northern Hemisphere,2010-01-18,347867
Northern Hemisphere,2010-01-25,418375
Northern Hemisphere,2010-02-01,443667
Northern Hemisphere,2010-02-08,475204
Northern Hemisphere,2010-02-15,159464
Northern Hemisphere,2010-02-22,170906
Northern Hemisphere,2010-03-01,294474
Northern Hemisphere,2010-03-08,352515
Northern Hemisphere,2010-03-15,121665
Northern Hemisphere,2010-03-22,410703
Northern Hemisphere,2010-03-29,359021
Northern Hemisphere,2010-04-05,83064
Northern Hemisphere,2010-04-12,335885
Northern Hemisphere,2010-04-19,361206
Northern Hemisphere,2010-04-26,409013
Northern Hemisphere,2010-05-03,356128
Northern Hemisphere,2010-05-10,280244
Northern Hemisphere,2010-05-17,303373
Northern Hemisphere,2010-05-24,294300
Northern Hemisphere,2010-05-31,41405
Northern Hemisphere,2010-06-07,17755
Northern Hemisphere,2010-06-14,57775
Northern Hemisphere,2010-06-21,164272
Northern Hemisphere,2010-06-28,132285
Northern Hemisphere,2010-07-05,120250
Northern Hemisphere,2010-07-12,24604
Northern Hemisphere,2010-07-19,31169
Northern Hemisphere,2010-07-26,130753
Northern Hemisphere,2010-08-02,47452
Northern Hemisphere,2010-08-09,21509
Northern Hemisphere,2010-08-16,48522
Northern Hemisphere,2010-08-23,39881
Northern Hemisphere,2010-08-30,59459
Northern Hemisphere,2010-09-06,311596
Northern Hemisphere,2010-09-13,367007
Northern Hemisphere,2010-09-20,361466
Northern Hemisphere,2010-09-27,438280
Northern Hemisphere,2010-10-04,452622
Northern Hemisphere,2010-10-11,216446
Northern Hemisphere,2010-10-18,359948
Northern Hemisphere,2010-10-25,155282
Northern Hemisphere,2010-11-01,152586
Northern Hemisphere,2010-11-08,411930
Northern Hemisphere,2010-11-15,351740
Northern Hemisphere,2010-11-22,83146
Northern Hemisphere,2010-11-29,203442
Northern Hemisphere,2010-12-06,201280
Northern Hemisphere,2010-12-13,90882
Northern Hemisphere,2010-12-20,526414
Northern Hemisphere,2010-12-27,363039
Northern Hemisphere,2011-01-03,153478
Northern Hemisphere,2011-01-10,211900
Northern Hemisphere,2011-01-17,561432
Northern Hemisphere,2011-01-24,656193
Northern Hemisphere,2011-01-31,972620
Northern Hemisphere,2011-02-07,262219
Northern Hemisphere,2011-02-14,839610
Northern Hemisphere,2011-02-21,549850
Northern Hemisphere,2011-02-28,379091
Northern Hemisphere,2011-03-07,162386
Northern Hemisphere,2011-03-14,226941
Northern Hemisphere,2011-03-21,35058
Northern Hemisphere,2011-03-28,68542
Northern Hemisphere,2011-04-04,99259
Northern Hemisphere,2011-04-11,128840
Northern Hemisphere,2011-04-18,168008
Northern Hemisphere,2011-04-25,334413
Northern Hemisphere,2011-05-02,107093
Northern Hemisphere,2011-05-09,85675
Northern Hemisphere,2011-05-16,316663
Northern Hemisphere,2011-05-23,43324
Northern Hemisphere,2011-05-30,202743
Northern Hemisphere,2011-06-06,87586
Northern Hemisphere,2011-06-13,197865
Northern Hemisphere,2011-06-20,40497
Northern Hemisphere,2011-06-27,156467
Northern Hemisphere,2011-07-04,39987
Northern Hemisphere,2011-07-11,110919
Northern Hemisphere,2011-07-18,50576
Northern Hemisphere,2011-07-25,9308
Northern Hemisphere,2011-08-01,26612
Northern Hemisphere,2011-08-08,50292
Northern Hemisphere,2011-08-15,43130
Northern Hemisphere,2011-08-22,131523
Northern Hemisphere,2011-08-29,168052
Northern Hemisphere,2011-09-05,246883
Northern Hemisphere,2011-09-12,74749
Northern Hemisphere,2011-09-19,82094
Northern Hemisphere,2011-09-26,167707
Northern Hemisphere,2011-10-03,61407
Northern Hemisphere,2011-10-10,61897
Northern Hemisphere,2011-10-17,110635
Northern Hemisphere,2011-10-24,162679
Northern Hemisphere,2011-10-31,415129
Northern Hemisphere,2011-11-07,110133
Northern Hemisphere,2011-11-14,187946
Northern Hemisphere,2011-11-21,135500
Northern Hemisphere,2011-11-28,151766
Northern Hemisphere,2011-12-05,236661
Northern Hemisphere,2011-12-12,493302
Northern Hemisphere,2011-12-19,394586
Northern Hemisphere,2011-12-26,73805
Northern Hemisphere,2012-01-02,120824
Northern Hemisphere,2012-01-09,225768
Northern Hemisphere,2012-01-16,179055
Northern Hemisphere,2012-01-23,475755
Northern Hemisphere,2012-01-30,186891
Northern Hemisphere,2012-02-06,250117
Northern Hemisphere,2012-02-13,256180
Northern Hemisphere,2012-02-20,168055
Northern Hemisphere,2012-02-27,290837
Northern Hemisphere,2012-03-05,526768
Northern Hemisphere,2012-03-12,604072
Northern Hemisphere,2012-03-19,671185
Northern Hemisphere,2012-03-26,581609
Northern Hemisphere,2012-04-02,221135
Northern Hemisphere,2012-04-09,256487
Northern Hemisphere,2012-04-16,301944
Northern Hemisphere,2012-04-23,613071
Northern Hemisphere,2012-04-30,197860
Northern Hemisphere,2012-05-07,432641
Northern Hemisphere,2012-05-14,417322
Northern Hemisphere,2012-05-21,430811
Northern Hemisphere,2012-05-28,250266
Northern Hemisphere,2012-06-04,250775
Northern Hemisphere,2012-06-11,187122
Northern Hemisphere,2012-06-18,220981
Northern Hemisphere,2012-06-25,322085
Northern Hemisphere,2012-07-02,255555
Northern Hemisphere,2012-07-09,137844
Northern Hemisphere,2012-07-16,129290
Northern Hemisphere,2012-07-23,250819
Northern Hemisphere,2012-07-30,242016
Northern Hemisphere,2012-08-06,253278
Northern Hemisphere,2012-08-13,314643
Northern Hemisphere,2012-08-20,128719
Northern Hemisphere,2012-08-27,154288
Northern Hemisphere,2012-09-03,169380
Northern Hemisphere,2012-09-10,170593
Northern Hemisphere,2012-09-17,319385
Northern Hemisphere,2012-09-24,301109
Northern Hemisphere,2012-10-01,272327
Northern Hemisphere,2012-10-08,570813
Northern Hemisphere,2012-10-15,199937
Northern Hemisphere,2012-10-22,287166
Northern Hemisphere,2012-10-29,556240
Northern Hemisphere,2012-11-05,533259
Northern Hemisphere,2012-11-12,625683
Northern Hemisphere,2012-11-19,235093
Northern Hemisphere,2012-11-26,271770
Northern Hemisphere,2012-12-03,569902
Northern Hemisphere,2012-12-10,342737
Northern Hemisphere,2012-12-17,222556
Northern Hemisphere,2012-12-24,472516
Northern Hemisphere,2012-12-31,216351
Northern Hemisphere,2013-01-07,164591
Northern Hemisphere,2013-01-14,465671
Northern Hemisphere,2013-01-21,686436
Northern Hemisphere,2013-01-28,781888
Northern Hemisphere,2013-02-04,386671
Northern Hemisphere,2013-02-11,896675
Northern Hemisphere,2013-02-18,272587
Northern Hemisphere,2013-02-25,160632
Northern Hemisphere,2013-03-04,769276
Northern Hemisphere,2013-03-11,430535
Northern Hemisphere,2013-03-18,296494
Northern Hemisphere,2013-03-25,90037
Northern Hemisphere,2013-04-01,306455
Northern Hemisphere,2013-04-08,410096
Northern Hemisphere,2013-04-15,235861
Northern Hemisphere,2013-04-22,146486
Northern Hemisphere,2013-04-29,88258
Northern Hemisphere,2013-05-06,266771
Northern Hemisphere,2013-05-13,121027
Northern Hemisphere,2013-05-20,247846
Northern Hemisphere,2013-05-27,427972
Northern Hemisphere,2013-06-03,102173
Northern Hemisphere,2013-06-10,78582
Northern Hemisphere,2013-06-17,103630
Northern Hemisphere,2013-06-24,71473
Northern Hemisphere,2013-07-01,164959
Northern Hemisphere,2013-07-08,286139
Northern Hemisphere,2013-07-15,35818
Northern Hemisphere,2013-07-22,286822
Northern Hemisphere,2013-07-29,299026
Northern Hemisphere,2013-08-05,272122
Northern Hemisphere,2013-08-12,143129
Northern Hemisphere,2013-08-19,35395
Northern Hemisphere,2013-08-26,44111
Northern Hemisphere,2013-09-02,43977
Northern Hemisphere,2013-09-09,349840
Northern Hemisphere,2013-09-16,426195
Northern Hemisphere,2013-09-23,255729
Northern Hemisphere,2013-09-30,336654
Northern Hemisphere,2013-10-07,544268
Northern Hemisphere,2013-10-14,67609
Northern Hemisphere,2013-10-21,483403
Northern Hemisphere,2013-10-28,165885
Northern Hemisphere,2013-11-04,459145
Northern Hemisphere,2013-11-11,187274
Northern Hemisphere,2013-11-18,483772
Northern Hemisphere,2013-11-25,538100
Northern Hemisphere,2013-12-02,571024
Northern Hemisphere,2013-12-09,247024
Northern Hemisphere,2013-12-16,184216
Northern Hemisphere,2013-12-23,173170
Northern Hemisphere,2013-12-30,262153
Northern Hemisphere,2014-01-06,167050
Northern Hemisphere,2014-01-13,244147
Northern Hemisphere,2014-01-20,283346
Northern Hemisphere,2014-01-27,642996
Northern Hemisphere,2014-02-03,328098
Northern Hemisphere,2014-02-10,241582
Northern Hemisphere,2014-02-17,367403
Northern Hemisphere,2014-02-24,866576
Northern Hemisphere,2014-03-03,561282
Northern Hemisphere,2014-03-10,141451
Northern Hemisphere,2014-03-17,354842
Northern Hemisphere,2014-03-24,207824
Northern Hemisphere,2014-03-31,314316
Northern Hemisphere,2014-04-07,180612
Northern Hemisphere,2014-04-14,79599
Northern Hemisphere,2014-04-21,410123
Northern Hemisphere,2014-04-28,502054
Northern Hemisphere,2014-05-05,50090
Northern Hemisphere,2014-05-12,81988
Northern Hemisphere,2014-05-19,214591
Northern Hemisphere,2014-05-26,418579
Northern Hemisphere,2014-06-02,357697
Northern Hemisphere,2014-06-09,224988
Northern Hemisphere,2014-06-16,290112
Northern Hemisphere,2014-06-23,163656
Northern Hemisphere,2014-06-30,191456
Northern Hemisphere,2014-07-07,179239
Northern Hemisphere,2014-07-14,159189
Northern Hemisphere,2014-07-21,169642
Northern Hemisphere,2014-07-28,211602
Northern Hemisphere,2014-08-04,22536
Northern Hemisphere,2014-08-11,169495
Northern Hemisphere,2014-08-18,30002
Northern Hemisphere,2014-08-25,66985
Northern Hemisphere,2014-09-01,81129
Northern Hemisphere,2014-09-08,218148
Northern Hemisphere,2014-09-15,218849
Northern Hemisphere,2014-09-22,220924
Northern Hemisphere,2014-09-29,768623
Northern Hemisphere,2014-10-06,295273
Northern Hemisphere,2014-10-13,308006
Northern Hemisphere,2014-10-20,476171
Northern Hemisphere,2014-10-27,267362
Northern Hemisphere,2014-11-03,446059
Northern Hemisphere,2014-11-10,426126
Northern Hemisphere,2014-11-17,351890
Northern Hemisphere,2014-11-24,447798
Northern Hemisphere,2014-12-01,413381
Northern Hemisphere,2014-12-08,250813
Northern Hemisphere,2014-12-15,402539
Northern Hemisphere,2014-12-22,105414
Northern Hemisphere,2014-12-29,422327
Northern Hemisphere,2015-01-05,429763
Northern Hemisphere,2015-01-12,239979
Northern Hemisphere,2015-01-19,438238
Northern Hemisphere,2015-01-26,240976
Northern Hemisphere,2015-02-02,510587
Northern Hemisphere,2015-02-09,212662
Northern Hemisphere,2015-02-16,1524279
Northern Hemisphere,2015-02-23,245911
Northern Hemisphere,2015-03-02,1137531
Northern Hemisphere,2015-03-09,148037
Northern Hemisphere,2015-03-16,791088
Northern Hemisphere,2015-03-23,658486
Northern Hemisphere,2015-03-30,1124148
Northern Hemisphere,2015-04-06,628386
Northern Hemisphere,2015-04-13,805057
Northern Hemisphere,2015-04-20,660851
Northern Hemisphere,2015-04-27,665554
Northern Hemisphere,2015-05-04,416338
Northern Hemisphere,2015-05-11,91844
Northern Hemisphere,2015-05-18,641790
Northern Hemisphere,2015-05-25,458451
Northern Hemisphere,2015-06-01,701038
Northern Hemisphere,2015-06-08,408376
Northern Hemisphere,2015-06-15,48213
Northern Hemisphere,2015-06-22,536158
Northern Hemisphere,2015-06-29,167108
Northern Hemisphere,2015-07-06,398249
Northern Hemisphere,2015-07-13,565764
Northern Hemisphere,2015-07-20,40933
Northern Hemisphere,2015-07-27,391554
Northern Hemisphere,2015-08-03,127194
Northern Hemisphere,2015-08-10,251794
Northern Hemisphere,2015-08-17,607543
Northern Hemisphere,2015-08-24,202829
Northern Hemisphere,2015-08-31,205223
Northern Hemisphere,2015-09-07,783285
Northern Hemisphere,2015-09-14,940301
Northern Hemisphere,2015-09-21,370971
Northern Hemisphere,2015-09-28,447349
Northern Hemisphere,2015-10-05,896796
Northern Hemisphere,2015-10-12,579314
Northern Hemisphere,2015-10-19,414535
Northern Hemisphere,2015-10-26,961398
Northern Hemisphere,2015-11-02,409755
Northern Hemisphere,2015-11-09,1016473
Northern Hemisphere,2015-11-16,686682
Northern Hemisphere,2015-11-23,458905
Northern Hemisphere,2015-11-30,1158370
Northern Hemisphere,2015-12-07,964909
Northern Hemisphere,2015-12-14,1146919
Northern Hemisphere,2015-12-21,790074
Northern Hemisphere,2015-12-28,195104
Northern Hemisphere,2016-01-04,659647
Northern Hemisphere,2016-01-11,941942
Northern Hemisphere,2016-01-18,1212319
Northern Hemisphere,2016-01-25,256007
Northern Hemisphere,2016-02-01,1063313
Northern Hemisphere,2016-02-08,1760231
Northern Hemisphere,2016-02-15,982835
Northern Hemisphere,2016-02-22,1432934
Northern Hemisphere,2016-02-29,229304
Northern Hemisphere,2016-03-07,459751
Northern Hemisphere,2016-03-14,428097
Northern Hemisphere,2016-03-21,396807
Northern Hemisphere,2016-03-28,507499
Northern Hemisphere,2016-04-04,740670
Northern Hemisphere,2016-04-11,575811
Northern Hemisphere,2016-04-18,641895
Northern Hemisphere,2016-04-25,645091
Northern Hemisphere,2016-05-02,274594
Northern Hemisphere,2016-05-09,730492
Northern Hemisphere,2016-05-16,812323
Northern Hemisphere,2016-05-23,427222
Northern Hemisphere,2016-05-30,442286
Northern Hemisphere,2016-06-06,741946
Northern Hemisphere,2016-06-13,576580
Northern Hemisphere,2016-06-20,570582
Northern Hemisphere,2016-06-27,501209
Northern Hemisphere,2016-07-04,159297
Northern Hemisphere,2016-07-11,517282
Northern Hemisphere,2016-07-18,134118
Northern Hemisphere,2016-07-25,442747
Northern Hemisphere,2016-08-01,321384
Northern Hemisphere,2016-08-08,538926
Northern Hemisphere,2016-08-15,160493
Northern Hemisphere,2016-08-22,496988
Northern Hemisphere,2016-08-29,722328
Northern Hemisphere,2016-09-05,383269
Northern Hemisphere,2016-09-12,884274
Northern Hemisphere,2016-09-19,302328
Northern Hemisphere,2016-09-26,280670
Northern Hemisphere,2016-10-03,611151
Northern Hemisphere,2016-10-10,345700
Northern Hemisphere,2016-10-17,818601
Northern Hemisphere,2016-10-24,819999
Northern Hemisphere,2016-10-31,636498
Northern Hemisphere,2016-11-07,643973
Northern Hemisphere,2016-11-14,1182474
Northern Hemisphere,2016-11-21,951224
Northern Hemisphere,2016-11-28,992342
Northern Hemisphere,2016-12-05,539976
Northern Hemisphere,2016-12-12,747630
Northern Hemisphere,2016-12-19,1078124
Northern Hemisphere,2016-12-26,1235082
Northern Hemisphere,2017-01-02,652915
Northern Hemisphere,2017-01-09,630594
Northern Hemisphere,2017-01-16,454467
Northern Hemisphere,2017-01-23,236993
Northern Hemisphere,2017-01-30,1361138
Northern Hemisphere,2017-02-06,1009787
Northern Hemisphere,2017-02-13,1082317
Northern Hemisphere,2017-02-20,446774
Northern Hemisphere,2017-02-27,862788
Northern Hemisphere,2017-03-06,1478206
Northern Hemisphere,2017-03-13,963064
Northern Hemisphere,2017-03-20,308264
Northern Hemisphere,2017-03-27,317850
Northern Hemisphere,2017-04-03,785978
Northern Hemisphere,2017-04-10,1035618
Northern Hemisphere,2017-04-17,901452
Northern Hemisphere,2017-04-24,746218
Northern Hemisphere,2017-05-01,842608
Northern Hemisphere,2017-05-08,258191
Northern Hemisphere,2017-05-15,876186
Northern Hemisphere,2017-05-22,916646
Northern Hemisphere,2017-05-29,840316
Northern Hemisphere,2017-06-05,90992
Northern Hemisphere,2017-06-12,288063
Northern Hemisphere,2017-06-19,608269
Northern Hemisphere,2017-06-26,98370
Northern Hemisphere,2017-07-03,222056
Northern Hemisphere,2017-07-10,478259
Northern Hemisphere,2017-07-17,195458
Northern Hemisphere,2017-07-24,46243
Northern Hemisphere,2017-07-31,300988
Northern Hemisphere,2017-08-07,557262
Northern Hemisphere,2017-08-14,615048
Northern Hemisphere,2017-08-21,503325
Northern Hemisphere,2017-08-28,372765
Northern Hemisphere,2017-09-04,813410
Northern Hemisphere,2017-09-11,1084519
Northern Hemisphere,2017-09-18,84569
Northern Hemisphere,2017-09-25,1113978
Northern Hemisphere,2017-10-02,730140
Northern Hemisphere,2017-10-09,693211
Northern Hemisphere,2017-10-16,527003
Northern Hemisphere,2017-10-23,699904
Northern Hemisphere,2017-10-30,986597
Northern Hemisphere,2017-11-06,197313
Northern Hemisphere,2017-11-13,91910
Northern Hemisphere,2017-11-20,1144150
Northern Hemisphere,2017-11-27,445451
Northern Hemisphere,2017-12-04,589631
Northern Hemisphere,2017-12-11,136160
Northern Hemisphere,2017-12-18,840905
Northern Hemisphere,2017-12-25,501133
Northern Hemisphere,2018-01-01,891171
Northern Hemisphere,2018-01-08,235593
Northern Hemisphere,2018-01-15,635944
Northern Hemisphere,2018-01-22,686520
Northern Hemisphere,2018-01-29,1602756
Northern Hemisphere,2018-02-05,1169339
Northern Hemisphere,2018-02-12,1070438
Northern Hemisphere,2018-02-19,459855
Northern Hemisphere,2018-02-26,1587784
Northern Hemisphere,2018-03-05,1139696
Northern Hemisphere,2018-03-12,1211558
Northern Hemisphere,2018-03-19,879177
Northern Hemisphere,2018-03-26,739896
Northern Hemisphere,2018-04-02,157532
Northern Hemisphere,2018-04-09,971929
Northern Hemisphere,2018-04-16,1045377
Northern Hemisphere,2018-04-23,310726
Northern Hemisphere,2018-04-30,383806
Northern Hemisphere,2018-05-07,562775
Northern Hemisphere,2018-05-14,659060
Northern Hemisphere,2018-05-21,494632
Northern Hemisphere,2018-05-28,246433
Northern Hemisphere,2018-06-04,412560
Northern Hemisphere,2018-06-11,487478
Northern Hemisphere,2018-06-18,495511
Northern Hemisphere,2018-06-25,590879
Northern Hemisphere,2018-07-02,150053
Northern Hemisphere,2018-07-09,50258
Northern Hemisphere,2018-07-16,606610
Northern Hemisphere,2018-07-23,369939
Northern Hemisphere,2018-07-30,181156
Northern Hemisphere,2018-08-06,316268
Northern Hemisphere,2018-08-13,312696
Northern Hemisphere,2018-08-20,221057
Northern Hemisphere,2018-08-27,45921
Northern Hemisphere,2018-09-03,103754
Northern Hemisphere,2018-09-10,553409
Northern Hemisphere,2018-09-17,632851
Northern Hemisphere,2018-09-24,194253
Northern Hemisphere,2018-10-01,432928
Northern Hemisphere,2018-10-08,423496
Northern Hemisphere,2018-10-15,224371
Northern Hemisphere,2018-10-22,605708
Northern Hemisphere,2018-10-29,732605
Northern Hemisphere,2018-11-05,460341
Northern Hemisphere,2018-11-12,323040
Northern Hemisphere,2018-11-19,337260
Northern Hemisphere,2018-11-26,305585
Northern Hemisphere,2018-12-03,686205
Northern Hemisphere,2018-12-10,626711
Northern Hemisphere,2018-12-17,876968
Northern Hemisphere,2018-12-24,216596
Northern Hemisphere,2018-12-31,538642
Northern Hemisphere,2019-01-07,296230
Northern Hemisphere,2019-01-14,428271
Northern Hemisphere,2019-01-21,730530
Northern Hemisphere,2019-01-28,1163157
Northern Hemisphere,2019-02-04,921307
Northern Hemisphere,2019-02-11,767562
Northern Hemisphere,2019-02-18,806094
Northern Hemisphere,2019-02-25,374467
Northern Hemisphere,2019-03-04,418595
Northern Hemisphere,2019-03-11,273356
Northern Hemisphere,2019-03-18,823929
Northern Hemisphere,2019-03-25,260158
Northern Hemisphere,2019-04-01,479650
Northern Hemisphere,2019-04-08,252342
Northern Hemisphere,2019-04-15,292298
Northern Hemisphere,2019-04-22,301412
Northern Hemisphere,2019-04-29,221710
Northern Hemisphere,2019-05-06,337927
Northern Hemisphere,2019-05-13,255402
Northern Hemisphere,2019-05-20,430778
Northern Hemisphere,2019-05-27,478770
Northern Hemisphere,2019-06-03,264871
Northern Hemisphere,2019-06-10,365577
Northern Hemisphere,2019-06-17,87018
Northern Hemisphere,2019-06-24,46413
Northern Hemisphere,2019-07-01,192394
Northern Hemisphere,2019-07-08,233096
Northern Hemisphere,2019-07-15,163030
Northern Hemisphere,2019-07-22,59377
Northern Hemisphere,2019-07-29,367514
Northern Hemisphere,2019-08-05,316888
Northern Hemisphere,2019-08-12,243861
Northern Hemisphere,2019-08-19,222319
Northern Hemisphere,2019-08-26,350720
Northern Hemisphere,2019-09-02,351729
Northern Hemisphere,2019-09-09,245983
Northern Hemisphere,2019-09-16,561118
Northern Hemisphere,2019-09-23,160783
Northern Hemisphere,2019-09-30,355212
Northern Hemisphere,2019-10-07,278326
Northern Hemisphere,2019-10-14,571572
Northern Hemisphere,2019-10-21,176428
Northern Hemisphere,2019-10-28,177493
Northern Hemisphere,2019-11-04,226959
Northern Hemisphere,2019-11-11,79715
Northern Hemisphere,2019-11-18,131189
Northern Hemisphere,2019-11-25,665681
Northern Hemisphere,2019-12-02,599555
Northern Hemisphere,2019-12-09,123515
Northern Hemisphere,2019-12-16,807355
Northern Hemisphere,2019-12-23,316197
Northern Hemisphere,2019-12-30,98068
Northern Hemisphere,2020-01-06,255334
Northern Hemisphere,2020-01-13,418117
Northern Hemisphere,2020-01-20,794559
